,country,year,gender,age,suicides_no,population,suicides/100k pop,GdpForYear,GdpPerCapita,generation,all_population,country_id
2786,Bahrain,2006,male,15-24 years,1.0,86090,1.16,"18,50,50,53,191",20826.0,Millenials,888543,10
2787,Bahrain,2006,female,5-14 years,0.0,68590,0.0,"18,50,50,53,191",20826.0,Millenials,888543,10
2788,Bahrain,2006,female,55-74 years,0.0,21363,0.0,"18,50,50,53,191",20826.0,Silent,888543,10
2789,Bahrain,2006,female,75+ years,0.0,4915,0.0,"18,50,50,53,191",20826.0,Silent,888543,10
2790,Bahrain,2006,male,5-14 years,0.0,71974,0.0,"18,50,50,53,191",20826.0,Millenials,888543,10
2791,Bahrain,2006,male,75+ years,0.0,4439,0.0,"18,50,50,53,191",20826.0,Silent,888543,10
2792,Bahrain,2007,male,25-34 years,14.0,176938,7.91,"21,73,00,00,000",22524.0,Generation X,964770,10
2793,Bahrain,2007,male,35-54 years,13.0,212426,6.12,"21,73,00,00,000",22524.0,Boomers,964770,10
2794,Bahrain,2007,male,55-74 years,2.0,32965,6.07,"21,73,00,00,000",22524.0,Silent,964770,10
2795,Bahrain,2007,male,15-24 years,5.0,92875,5.38,"21,73,00,00,000",22524.0,Millenials,964770,10
2796,Bahrain,2007,female,25-34 years,3.0,87472,3.43,"21,73,00,00,000",22524.0,Generation X,964770,10
2797,Bahrain,2007,female,35-54 years,2.0,110173,1.82,"21,73,00,00,000",22524.0,Boomers,964770,10
2798,Bahrain,2007,female,15-24 years,1.0,73617,1.36,"21,73,00,00,000",22524.0,Millenials,964770,10
2799,Bahrain,2007,female,5-14 years,0.0,70861,0.0,"21,73,00,00,000",22524.0,Generation Z,964770,10
2800,Bahrain,2007,female,55-74 years,0.0,22872,0.0,"21,73,00,00,000",22524.0,Silent,964770,10
2801,Bahrain,2007,female,75+ years,0.0,5497,0.0,"21,73,00,00,000",22524.0,Silent,964770,10
2802,Bahrain,2007,male,5-14 years,0.0,74222,0.0,"21,73,00,00,000",22524.0,Generation Z,964770,10
2803,Bahrain,2007,male,75+ years,0.0,4852,0.0,"21,73,00,00,000",22524.0,Silent,964770,10
2804,Bahrain,2008,male,25-34 years,21.0,196832,10.67,"25,71,08,77,660",25106.0,Generation X,1024110,10
2805,Bahrain,2008,male,35-54 years,13.0,225866,5.76,"25,71,08,77,660",25106.0,Boomers,1024110,10
2806,Bahrain,2008,female,15-24 years,3.0,76246,3.93,"25,71,08,77,660",25106.0,Millenials,1024110,10
2807,Bahrain,2008,male,55-74 years,1.0,35879,2.79,"25,71,08,77,660",25106.0,Silent,1024110,10
2808,Bahrain,2008,female,35-54 years,3.0,115468,2.6,"25,71,08,77,660",25106.0,Boomers,1024110,10
2809,Bahrain,2008,female,25-34 years,2.0,93449,2.14,"25,71,08,77,660",25106.0,Generation X,1024110,10
2810,Bahrain,2008,female,5-14 years,0.0,72955,0.0,"25,71,08,77,660",25106.0,Generation Z,1024110,10
2811,Bahrain,2008,female,55-74 years,0.0,24495,0.0,"25,71,08,77,660",25106.0,Silent,1024110,10
2812,Bahrain,2008,female,75+ years,0.0,5191,0.0,"25,71,08,77,660",25106.0,Silent,1024110,10
2813,Bahrain,2008,male,15-24 years,0.0,96458,0.0,"25,71,08,77,660",25106.0,Millenials,1024110,10
2814,Bahrain,2008,male,5-14 years,0.0,76617,0.0,"25,71,08,77,660",25106.0,Generation Z,1024110,10
2815,Bahrain,2008,male,75+ years,0.0,4654,0.0,"25,71,08,77,660",25106.0,Silent,1024110,10
2816,Bahrain,2009,male,35-54 years,14.0,242558,5.77,"22,93,82,18,085",20988.0,Boomers,1092922,10
2817,Bahrain,2009,male,25-34 years,9.0,222448,4.05,"22,93,82,18,085",20988.0,Generation X,1092922,10
2818,Bahrain,2009,female,25-34 years,4.0,99580,4.02,"22,93,82,18,085",20988.0,Generation X,1092922,10
2819,Bahrain,2009,male,15-24 years,4.0,102256,3.91,"22,93,82,18,085",20988.0,Millenials,1092922,10
2820,Bahrain,2009,male,55-74 years,1.0,38002,2.63,"22,93,82,18,085",20988.0,Silent,1092922,10
2821,Bahrain,2009,male,5-14 years,2.0,79180,2.53,"22,93,82,18,085",20988.0,Generation Z,1092922,10
2822,Bahrain,2009,female,35-54 years,2.0,118835,1.68,"22,93,82,18,085",20988.0,Boomers,1092922,10
2823,Bahrain,2009,female,15-24 years,0.0,80832,0.0,"22,93,82,18,085",20988.0,Millenials,1092922,10
2824,Bahrain,2009,female,5-14 years,0.0,75122,0.0,"22,93,82,18,085",20988.0,Generation Z,1092922,10
2825,Bahrain,2009,female,55-74 years,0.0,25915,0.0,"22,93,82,18,085",20988.0,Silent,1092922,10
2826,Bahrain,2009,female,75+ years,0.0,4103,0.0,"22,93,82,18,085",20988.0,Silent,1092922,10
2827,Bahrain,2009,male,75+ years,0.0,4091,0.0,"22,93,82,18,085",20988.0,Silent,1092922,10
2828,Bahrain,2010,male,35-54 years,8.0,252232,3.17,"25,71,32,71,277",22572.0,Generation X,1139160,10
2829,Bahrain,2010,male,25-34 years,6.0,235591,2.55,"25,71,32,71,277",22572.0,Generation X,1139160,10
2830,Bahrain,2010,male,55-74 years,1.0,41999,2.38,"25,71,32,71,277",22572.0,Silent,1139160,10
2831,Bahrain,2010,female,35-54 years,2.0,125709,1.59,"25,71,32,71,277",22572.0,Generation X,1139160,10
2832,Bahrain,2010,female,15-24 years,1.0,80571,1.24,"25,71,32,71,277",22572.0,Millenials,1139160,10
2833,Bahrain,2010,female,25-34 years,1.0,104368,0.96,"25,71,32,71,277",22572.0,Generation X,1139160,10
2834,Bahrain,2010,female,5-14 years,0.0,77140,0.0,"25,71,32,71,277",22572.0,Generation Z,1139160,10
2835,Bahrain,2010,female,55-74 years,0.0,27834,0.0,"25,71,32,71,277",22572.0,Silent,1139160,10
2836,Bahrain,2010,female,75+ years,0.0,4625,0.0,"25,71,32,71,277",22572.0,Silent,1139160,10
2837,Bahrain,2010,male,15-24 years,0.0,103388,0.0,"25,71,32,71,277",22572.0,Millenials,1139160,10
2838,Bahrain,2010,male,5-14 years,0.0,81414,0.0,"25,71,32,71,277",22572.0,Generation Z,1139160,10
2839,Bahrain,2010,male,75+ years,0.0,4289,0.0,"25,71,32,71,277",22572.0,Silent,1139160,10
2840,Bahrain,2011,male,15-24 years,3.0,101695,2.95,"28,77,65,95,745",26078.0,Millenials,1103462,10
2841,Bahrain,2011,male,55-74 years,1.0,43883,2.28,"28,77,65,95,745",26078.0,Boomers,1103462,10
2842,Bahrain,2011,female,25-34 years,2.0,98138,2.04,"28,77,65,95,745",26078.0,Millenials,1103462,10
2843,Bahrain,2011,male,25-34 years,4.0,220691,1.81,"28,77,65,95,745",26078.0,Millenials,1103462,10
2844,Bahrain,2011,male,35-54 years,4.0,242955,1.65,"28,77,65,95,745",26078.0,Generation X,1103462,10
2845,Bahrain,2011,female,35-54 years,2.0,123582,1.62,"28,77,65,95,745",26078.0,Generation X,1103462,10
2846,Bahrain,2011,female,15-24 years,1.0,75788,1.32,"28,77,65,95,745",26078.0,Millenials,1103462,10
2847,Bahrain,2011,female,5-14 years,1.0,77270,1.29,"28,77,65,95,745",26078.0,Generation Z,1103462,10
2848,Bahrain,2011,female,55-74 years,0.0,29140,0.0,"28,77,65,95,745",26078.0,Boomers,1103462,10
2849,Bahrain,2011,female,75+ years,0.0,4742,0.0,"28,77,65,95,745",26078.0,Silent,1103462,10
2850,Bahrain,2011,male,5-14 years,0.0,81209,0.0,"28,77,65,95,745",26078.0,Generation Z,1103462,10
2851,Bahrain,2011,male,75+ years,0.0,4369,0.0,"28,77,65,95,745",26078.0,Silent,1103462,10
2852,Bahrain,2012,male,25-34 years,11.0,237133,4.64,"30,74,93,08,511",25587.0,Millenials,1201778,10
2853,Bahrain,2012,male,35-54 years,6.0,268027,2.24,"30,74,93,08,511",25587.0,Generation X,1201778,10
2854,Bahrain,2012,female,25-34 years,1.0,110796,0.9,"30,74,93,08,511",25587.0,Millenials,1201778,10
2855,Bahrain,2012,male,15-24 years,1.0,111603,0.9,"30,74,93,08,511",25587.0,Millenials,1201778,10
2856,Bahrain,2012,female,15-24 years,0.0,81091,0.0,"30,74,93,08,511",25587.0,Millenials,1201778,10
2857,Bahrain,2012,female,35-54 years,0.0,135976,0.0,"30,74,93,08,511",25587.0,Generation X,1201778,10
2858,Bahrain,2012,female,5-14 years,0.0,81275,0.0,"30,74,93,08,511",25587.0,Generation Z,1201778,10
2859,Bahrain,2012,female,55-74 years,0.0,31641,0.0,"30,74,93,08,511",25587.0,Boomers,1201778,10
2860,Bahrain,2012,female,75+ years,0.0,4548,0.0,"30,74,93,08,511",25587.0,Silent,1201778,10
2861,Bahrain,2012,male,5-14 years,0.0,85538,0.0,"30,74,93,08,511",25587.0,Generation Z,1201778,10
2862,Bahrain,2012,male,55-74 years,0.0,50001,0.0,"30,74,93,08,511",25587.0,Boomers,1201778,10
2863,Bahrain,2012,male,75+ years,0.0,4149,0.0,"30,74,93,08,511",25587.0,Silent,1201778,10
2864,Bahrain,2013,male,15-24 years,1.0,110064,0.91,"32,53,95,47,872",26793.0,Millenials,1214492,10
2865,Bahrain,2013,male,25-34 years,2.0,237632,0.84,"32,53,95,47,872",26793.0,Millenials,1214492,10
2866,Bahrain,2013,male,35-54 years,2.0,269162,0.74,"32,53,95,47,872",26793.0,Generation X,1214492,10
2867,Bahrain,2013,female,15-24 years,0.0,80476,0.0,"32,53,95,47,872",26793.0,Millenials,1214492,10
2868,Bahrain,2013,female,25-34 years,0.0,112513,0.0,"32,53,95,47,872",26793.0,Millenials,1214492,10
2869,Bahrain,2013,female,35-54 years,0.0,139352,0.0,"32,53,95,47,872",26793.0,Generation X,1214492,10
2870,Bahrain,2013,female,5-14 years,0.0,82726,0.0,"32,53,95,47,872",26793.0,Generation Z,1214492,10
2871,Bahrain,2013,female,55-74 years,0.0,33780,0.0,"32,53,95,47,872",26793.0,Boomers,1214492,10
2872,Bahrain,2013,female,75+ years,0.0,4859,0.0,"32,53,95,47,872",26793.0,Silent,1214492,10
2873,Bahrain,2013,male,5-14 years,0.0,86269,0.0,"32,53,95,47,872",26793.0,Generation Z,1214492,10
2874,Bahrain,2013,male,55-74 years,0.0,53308,0.0,"32,53,95,47,872",26793.0,Boomers,1214492,10
2875,Bahrain,2013,male,75+ years,0.0,4351,0.0,"32,53,95,47,872",26793.0,Silent,1214492,10
2876,Bahrain,2014,male,15-24 years,4.0,100635,3.97,"33,38,77,12,766",27503.0,Millenials,1213966,10
2877,Bahrain,2014,male,25-34 years,3.0,237952,1.26,"33,38,77,12,766",27503.0,Millenials,1213966,10
2878,Bahrain,2014,female,25-34 years,1.0,110838,0.9,"33,38,77,12,766",27503.0,Millenials,1213966,10
2879,Bahrain,2014,male,35-54 years,1.0,258922,0.39,"33,38,77,12,766",27503.0,Generation X,1213966,10
2880,Bahrain,2014,female,15-24 years,0.0,78926,0.0,"33,38,77,12,766",27503.0,Millenials,1213966,10
2881,Bahrain,2014,female,35-54 years,0.0,139103,0.0,"33,38,77,12,766",27503.0,Generation X,1213966,10
2882,Bahrain,2014,female,5-14 years,0.0,82452,0.0,"33,38,77,12,766",27503.0,Generation Z,1213966,10
2883,Bahrain,2014,female,55-74 years,0.0,41406,0.0,"33,38,77,12,766",27503.0,Boomers,1213966,10
2884,Bahrain,2014,female,75+ years,0.0,6154,0.0,"33,38,77,12,766",27503.0,Silent,1213966,10
2885,Bahrain,2014,male,5-14 years,0.0,86539,0.0,"33,38,77,12,766",27503.0,Generation Z,1213966,10
2886,Bahrain,2014,male,55-74 years,0.0,64351,0.0,"33,38,77,12,766",27503.0,Boomers,1213966,10
2887,Bahrain,2014,male,75+ years,0.0,6688,0.0,"33,38,77,12,766",27503.0,Silent,1213966,10
2888,Barbados,1985,male,75+ years,1.0,4000,25.0,"1,41,75,75,550",6137.0,G.I. Generation,231000,11
2889,Barbados,1985,male,55-74 years,3.0,13000,23.08,"1,41,75,75,550",6137.0,G.I. Generation,231000,11
2890,Barbados,1985,female,25-34 years,2.0,22000,9.09,"1,41,75,75,550",6137.0,Boomers,231000,11
2891,Barbados,1985,male,25-34 years,1.0,22000,4.55,"1,41,75,75,550",6137.0,Boomers,231000,11
2892,Barbados,1985,female,15-24 years,0.0,26000,0.0,"1,41,75,75,550",6137.0,Generation X,231000,11
2893,Barbados,1985,female,35-54 years,0.0,24000,0.0,"1,41,75,75,550",6137.0,Silent,231000,11
2894,Barbados,1985,female,5-14 years,0.0,24000,0.0,"1,41,75,75,550",6137.0,Generation X,231000,11
2895,Barbados,1985,female,55-74 years,0.0,19000,0.0,"1,41,75,75,550",6137.0,G.I. Generation,231000,11
2896,Barbados,1985,female,75+ years,0.0,7000,0.0,"1,41,75,75,550",6137.0,G.I. Generation,231000,11
2897,Barbados,1985,male,15-24 years,0.0,26000,0.0,"1,41,75,75,550",6137.0,Generation X,231000,11
2898,Barbados,1985,male,35-54 years,0.0,20000,0.0,"1,41,75,75,550",6137.0,Silent,231000,11
2899,Barbados,1985,male,5-14 years,0.0,24000,0.0,"1,41,75,75,550",6137.0,Generation X,231000,11
2900,Barbados,1986,male,35-54 years,4.0,20000,20.0,"1,55,63,21,742",6720.0,Silent,231600,11
2901,Barbados,1986,male,15-24 years,2.0,26200,7.63,"1,55,63,21,742",6720.0,Generation X,231600,11
2902,Barbados,1986,female,25-34 years,1.0,22000,4.55,"1,55,63,21,742",6720.0,Boomers,231600,11
2903,Barbados,1986,male,25-34 years,1.0,22000,4.55,"1,55,63,21,742",6720.0,Boomers,231600,11
2904,Barbados,1986,female,15-24 years,0.0,26200,0.0,"1,55,63,21,742",6720.0,Generation X,231600,11
2905,Barbados,1986,female,35-54 years,0.0,24000,0.0,"1,55,63,21,742",6720.0,Silent,231600,11
2906,Barbados,1986,female,5-14 years,0.0,24100,0.0,"1,55,63,21,742",6720.0,Generation X,231600,11
2907,Barbados,1986,female,55-74 years,0.0,19000,0.0,"1,55,63,21,742",6720.0,G.I. Generation,231600,11
2908,Barbados,1986,female,75+ years,0.0,7000,0.0,"1,55,63,21,742",6720.0,G.I. Generation,231600,11
2909,Barbados,1986,male,5-14 years,0.0,24100,0.0,"1,55,63,21,742",6720.0,Generation X,231600,11
2910,Barbados,1986,male,55-74 years,0.0,13000,0.0,"1,55,63,21,742",6720.0,G.I. Generation,231600,11
2911,Barbados,1986,male,75+ years,0.0,4000,0.0,"1,55,63,21,742",6720.0,G.I. Generation,231600,11
2912,Barbados,1987,female,35-54 years,2.0,24400,8.2,"1,71,37,71,321",7333.0,Silent,233700,11
2913,Barbados,1987,male,55-74 years,1.0,13000,7.69,"1,71,37,71,321",7333.0,G.I. Generation,233700,11
2914,Barbados,1987,male,35-54 years,1.0,20200,4.95,"1,71,37,71,321",7333.0,Silent,233700,11
2915,Barbados,1987,male,25-34 years,1.0,22200,4.5,"1,71,37,71,321",7333.0,Boomers,233700,11
2916,Barbados,1987,male,5-14 years,1.0,24300,4.12,"1,71,37,71,321",7333.0,Generation X,233700,11
2917,Barbados,1987,female,15-24 years,0.0,26400,0.0,"1,71,37,71,321",7333.0,Generation X,233700,11
2918,Barbados,1987,female,25-34 years,0.0,22200,0.0,"1,71,37,71,321",7333.0,Boomers,233700,11
2919,Barbados,1987,female,5-14 years,0.0,24300,0.0,"1,71,37,71,321",7333.0,Generation X,233700,11
2920,Barbados,1987,female,55-74 years,0.0,19300,0.0,"1,71,37,71,321",7333.0,G.I. Generation,233700,11
2921,Barbados,1987,female,75+ years,0.0,7000,0.0,"1,71,37,71,321",7333.0,G.I. Generation,233700,11
2922,Barbados,1987,male,15-24 years,0.0,26400,0.0,"1,71,37,71,321",7333.0,Generation X,233700,11
2923,Barbados,1987,male,75+ years,0.0,4000,0.0,"1,71,37,71,321",7333.0,G.I. Generation,233700,11
2924,Barbados,1988,male,25-34 years,5.0,22400,22.32,"1,82,28,15,594",7763.0,Boomers,234800,11
2925,Barbados,1988,male,35-54 years,3.0,20400,14.71,"1,82,28,15,594",7763.0,Silent,234800,11
2926,Barbados,1988,male,55-74 years,1.0,13100,7.63,"1,82,28,15,594",7763.0,G.I. Generation,234800,11
2927,Barbados,1988,male,15-24 years,2.0,26400,7.58,"1,82,28,15,594",7763.0,Generation X,234800,11
2928,Barbados,1988,female,55-74 years,1.0,19400,5.15,"1,82,28,15,594",7763.0,G.I. Generation,234800,11
2929,Barbados,1988,female,15-24 years,0.0,26400,0.0,"1,82,28,15,594",7763.0,Generation X,234800,11
2930,Barbados,1988,female,25-34 years,0.0,22400,0.0,"1,82,28,15,594",7763.0,Boomers,234800,11
2931,Barbados,1988,female,35-54 years,0.0,24400,0.0,"1,82,28,15,594",7763.0,Silent,234800,11
2932,Barbados,1988,female,5-14 years,0.0,24400,0.0,"1,82,28,15,594",7763.0,Generation X,234800,11
2933,Barbados,1988,female,75+ years,0.0,7100,0.0,"1,82,28,15,594",7763.0,G.I. Generation,234800,11
2934,Barbados,1988,male,5-14 years,0.0,24400,0.0,"1,82,28,15,594",7763.0,Generation X,234800,11
2935,Barbados,1988,male,75+ years,0.0,4000,0.0,"1,82,28,15,594",7763.0,G.I. Generation,234800,11
2936,Barbados,1989,male,35-54 years,6.0,23000,26.09,"2,01,57,31,029",8541.0,Silent,236000,11
2937,Barbados,1989,male,55-74 years,2.0,14000,14.29,"2,01,57,31,029",8541.0,G.I. Generation,236000,11
2938,Barbados,1989,male,15-24 years,3.0,25000,12.0,"2,01,57,31,029",8541.0,Generation X,236000,11
2939,Barbados,1989,female,25-34 years,2.0,23000,8.7,"2,01,57,31,029",8541.0,Boomers,236000,11
2940,Barbados,1989,female,15-24 years,2.0,24000,8.33,"2,01,57,31,029",8541.0,Generation X,236000,11
2941,Barbados,1989,male,25-34 years,1.0,24000,4.17,"2,01,57,31,029",8541.0,Boomers,236000,11
2942,Barbados,1989,female,35-54 years,0.0,26000,0.0,"2,01,57,31,029",8541.0,Silent,236000,11
2943,Barbados,1989,female,5-14 years,0.0,22000,0.0,"2,01,57,31,029",8541.0,Generation X,236000,11
2944,Barbados,1989,female,55-74 years,0.0,20000,0.0,"2,01,57,31,029",8541.0,G.I. Generation,236000,11
2945,Barbados,1989,female,75+ years,0.0,8000,0.0,"2,01,57,31,029",8541.0,G.I. Generation,236000,11
2946,Barbados,1989,male,5-14 years,0.0,22000,0.0,"2,01,57,31,029",8541.0,Generation X,236000,11
2947,Barbados,1989,male,75+ years,0.0,5000,0.0,"2,01,57,31,029",8541.0,G.I. Generation,236000,11
2948,Barbados,1990,male,75+ years,3.0,5000,60.0,"2,02,33,18,252",8537.0,G.I. Generation,237000,11
2949,Barbados,1990,male,35-54 years,5.0,24000,20.83,"2,02,33,18,252",8537.0,Silent,237000,11
2950,Barbados,1990,male,55-74 years,2.0,13000,15.38,"2,02,33,18,252",8537.0,G.I. Generation,237000,11
2951,Barbados,1990,male,25-34 years,2.0,24000,8.33,"2,02,33,18,252",8537.0,Boomers,237000,11
2952,Barbados,1990,female,35-54 years,2.0,26000,7.69,"2,02,33,18,252",8537.0,Silent,237000,11
2953,Barbados,1990,female,55-74 years,1.0,20000,5.0,"2,02,33,18,252",8537.0,G.I. Generation,237000,11
2954,Barbados,1990,male,15-24 years,1.0,25000,4.0,"2,02,33,18,252",8537.0,Generation X,237000,11
2955,Barbados,1990,female,15-24 years,0.0,24000,0.0,"2,02,33,18,252",8537.0,Generation X,237000,11
2956,Barbados,1990,female,25-34 years,0.0,23000,0.0,"2,02,33,18,252",8537.0,Boomers,237000,11
2957,Barbados,1990,female,5-14 years,0.0,22000,0.0,"2,02,33,18,252",8537.0,Generation X,237000,11
2958,Barbados,1990,female,75+ years,0.0,9000,0.0,"2,02,33,18,252",8537.0,G.I. Generation,237000,11
2959,Barbados,1990,male,5-14 years,0.0,22000,0.0,"2,02,33,18,252",8537.0,Generation X,237000,11
2960,Barbados,1991,male,35-54 years,5.0,25000,20.0,"2,00,71,09,829",8469.0,Boomers,237000,11
2961,Barbados,1991,male,25-34 years,4.0,23000,17.39,"2,00,71,09,829",8469.0,Boomers,237000,11
2962,Barbados,1991,female,55-74 years,3.0,20000,15.0,"2,00,71,09,829",8469.0,Silent,237000,11
2963,Barbados,1991,male,15-24 years,3.0,24000,12.5,"2,00,71,09,829",8469.0,Generation X,237000,11
2964,Barbados,1991,male,55-74 years,1.0,13000,7.69,"2,00,71,09,829",8469.0,Silent,237000,11
2965,Barbados,1991,female,25-34 years,1.0,23000,4.35,"2,00,71,09,829",8469.0,Boomers,237000,11
2966,Barbados,1991,female,15-24 years,0.0,24000,0.0,"2,00,71,09,829",8469.0,Generation X,237000,11
2967,Barbados,1991,female,35-54 years,0.0,28000,0.0,"2,00,71,09,829",8469.0,Boomers,237000,11
2968,Barbados,1991,female,5-14 years,0.0,20000,0.0,"2,00,71,09,829",8469.0,Millenials,237000,11
2969,Barbados,1991,female,75+ years,0.0,9000,0.0,"2,00,71,09,829",8469.0,G.I. Generation,237000,11
2970,Barbados,1991,male,5-14 years,0.0,22000,0.0,"2,00,71,09,829",8469.0,Millenials,237000,11
2971,Barbados,1991,male,75+ years,0.0,6000,0.0,"2,00,71,09,829",8469.0,G.I. Generation,237000,11
2972,Barbados,1992,male,35-54 years,5.0,26000,19.23,"1,95,09,00,000",8129.0,Boomers,240000,11
2973,Barbados,1992,male,25-34 years,4.0,23000,17.39,"1,95,09,00,000",8129.0,Boomers,240000,11
2974,Barbados,1992,male,55-74 years,2.0,14000,14.29,"1,95,09,00,000",8129.0,Silent,240000,11
2975,Barbados,1992,female,55-74 years,1.0,20000,5.0,"1,95,09,00,000",8129.0,Silent,240000,11
2976,Barbados,1992,female,25-34 years,1.0,24000,4.17,"1,95,09,00,000",8129.0,Boomers,240000,11
2977,Barbados,1992,female,35-54 years,1.0,29000,3.45,"1,95,09,00,000",8129.0,Boomers,240000,11
2978,Barbados,1992,female,15-24 years,0.0,24000,0.0,"1,95,09,00,000",8129.0,Generation X,240000,11
2979,Barbados,1992,female,5-14 years,0.0,20000,0.0,"1,95,09,00,000",8129.0,Millenials,240000,11
2980,Barbados,1992,female,75+ years,0.0,9000,0.0,"1,95,09,00,000",8129.0,G.I. Generation,240000,11
2981,Barbados,1992,male,15-24 years,0.0,24000,0.0,"1,95,09,00,000",8129.0,Generation X,240000,11
2982,Barbados,1992,male,5-14 years,0.0,21000,0.0,"1,95,09,00,000",8129.0,Millenials,240000,11
2983,Barbados,1992,male,75+ years,0.0,6000,0.0,"1,95,09,00,000",8129.0,G.I. Generation,240000,11
2984,Barbados,1993,male,55-74 years,3.0,13700,21.9,"2,04,61,89,032",8540.0,Silent,239600,11
2985,Barbados,1993,male,15-24 years,5.0,23400,21.37,"2,04,61,89,032",8540.0,Generation X,239600,11
2986,Barbados,1993,male,75+ years,1.0,5300,18.87,"2,04,61,89,032",8540.0,G.I. Generation,239600,11
2987,Barbados,1993,male,25-34 years,3.0,23900,12.55,"2,04,61,89,032",8540.0,Boomers,239600,11
2988,Barbados,1993,male,35-54 years,3.0,27400,10.95,"2,04,61,89,032",8540.0,Boomers,239600,11
2989,Barbados,1993,female,55-74 years,1.0,18900,5.29,"2,04,61,89,032",8540.0,Silent,239600,11
2990,Barbados,1993,female,15-24 years,0.0,22900,0.0,"2,04,61,89,032",8540.0,Generation X,239600,11
2991,Barbados,1993,female,25-34 years,0.0,23100,0.0,"2,04,61,89,032",8540.0,Boomers,239600,11
2992,Barbados,1993,female,35-54 years,0.0,29600,0.0,"2,04,61,89,032",8540.0,Boomers,239600,11
2993,Barbados,1993,female,5-14 years,0.0,20700,0.0,"2,04,61,89,032",8540.0,Millenials,239600,11
2994,Barbados,1993,female,75+ years,0.0,9600,0.0,"2,04,61,89,032",8540.0,G.I. Generation,239600,11
2995,Barbados,1993,male,5-14 years,0.0,21100,0.0,"2,04,61,89,032",8540.0,Millenials,239600,11
2996,Barbados,1994,male,55-74 years,3.0,13500,22.22,"2,15,12,95,182",8953.0,Silent,240300,11
2997,Barbados,1994,male,35-54 years,5.0,28600,17.48,"2,15,12,95,182",8953.0,Boomers,240300,11
2998,Barbados,1994,female,55-74 years,2.0,18800,10.64,"2,15,12,95,182",8953.0,Silent,240300,11
2999,Barbados,1994,male,5-14 years,1.0,21100,4.74,"2,15,12,95,182",8953.0,Millenials,240300,11
3000,Barbados,1994,female,25-34 years,1.0,22900,4.37,"2,15,12,95,182",8953.0,Boomers,240300,11
3001,Barbados,1994,male,15-24 years,1.0,22900,4.37,"2,15,12,95,182",8953.0,Generation X,240300,11
3002,Barbados,1994,female,35-54 years,1.0,30700,3.26,"2,15,12,95,182",8953.0,Boomers,240300,11
3003,Barbados,1994,female,15-24 years,0.0,22500,0.0,"2,15,12,95,182",8953.0,Generation X,240300,11
3004,Barbados,1994,female,5-14 years,0.0,20500,0.0,"2,15,12,95,182",8953.0,Millenials,240300,11
3005,Barbados,1994,female,75+ years,0.0,9700,0.0,"2,15,12,95,182",8953.0,G.I. Generation,240300,11
3006,Barbados,1994,male,25-34 years,0.0,23800,0.0,"2,15,12,95,182",8953.0,Boomers,240300,11
3007,Barbados,1994,male,75+ years,0.0,5300,0.0,"2,15,12,95,182",8953.0,G.I. Generation,240300,11
3008,Barbados,1995,male,25-34 years,7.0,23600,29.66,"2,26,19,69,870",9378.0,Generation X,241200,11
3009,Barbados,1995,male,35-54 years,3.0,30000,10.0,"2,26,19,69,870",9378.0,Boomers,241200,11
3010,Barbados,1995,female,15-24 years,2.0,22000,9.09,"2,26,19,69,870",9378.0,Generation X,241200,11
3011,Barbados,1995,male,55-74 years,1.0,13400,7.46,"2,26,19,69,870",9378.0,Silent,241200,11
3012,Barbados,1995,female,35-54 years,2.0,31800,6.29,"2,26,19,69,870",9378.0,Boomers,241200,11
3013,Barbados,1995,female,55-74 years,1.0,18700,5.35,"2,26,19,69,870",9378.0,Silent,241200,11
3014,Barbados,1995,male,15-24 years,1.0,22500,4.44,"2,26,19,69,870",9378.0,Generation X,241200,11
3015,Barbados,1995,female,25-34 years,0.0,22700,0.0,"2,26,19,69,870",9378.0,Generation X,241200,11
3016,Barbados,1995,female,5-14 years,0.0,20400,0.0,"2,26,19,69,870",9378.0,Millenials,241200,11
3017,Barbados,1995,female,75+ years,0.0,9800,0.0,"2,26,19,69,870",9378.0,G.I. Generation,241200,11
3018,Barbados,1995,male,5-14 years,0.0,21000,0.0,"2,26,19,69,870",9378.0,Millenials,241200,11
3019,Barbados,1995,male,75+ years,0.0,5300,0.0,"2,26,19,69,870",9378.0,G.I. Generation,241200,11
3020,Barbados,2000,male,25-34 years,4.0,20974,19.07,"3,12,15,00,000",12430.0,Generation X,251133,11
3021,Barbados,2000,male,35-54 years,3.0,37000,8.11,"3,12,15,00,000",12430.0,Boomers,251133,11
3022,Barbados,2000,male,15-24 years,1.0,20032,4.99,"3,12,15,00,000",12430.0,Generation X,251133,11
3023,Barbados,2000,female,35-54 years,2.0,40354,4.96,"3,12,15,00,000",12430.0,Boomers,251133,11
3024,Barbados,2000,female,15-24 years,0.0,19594,0.0,"3,12,15,00,000",12430.0,Generation X,251133,11
3025,Barbados,2000,female,25-34 years,0.0,21656,0.0,"3,12,15,00,000",12430.0,Generation X,251133,11
3026,Barbados,2000,female,5-14 years,0.0,19999,0.0,"3,12,15,00,000",12430.0,Millenials,251133,11
3027,Barbados,2000,female,55-74 years,0.0,20755,0.0,"3,12,15,00,000",12430.0,Silent,251133,11
3028,Barbados,2000,female,75+ years,0.0,8653,0.0,"3,12,15,00,000",12430.0,G.I. Generation,251133,11
3029,Barbados,2000,male,5-14 years,0.0,20504,0.0,"3,12,15,00,000",12430.0,Millenials,251133,11
3030,Barbados,2000,male,55-74 years,0.0,16361,0.0,"3,12,15,00,000",12430.0,Silent,251133,11
